Date,RegionName,AreaCode,AveragePrice,Index,IndexSA,1m%Change,12m%Change,AveragePriceSA,SalesVolume,DetachedPrice,DetachedIndex,Detached1m%Change,Detached12m%Change,SemiDetachedPrice,SemiDetachedIndex,SemiDetached1m%Change,SemiDetached12m%Change,TerracedPrice,TerracedIndex,Terraced1m%Change,Terraced12m%Change,FlatPrice,FlatIndex,Flat1m%Change,Flat12m%Change,CashPrice,CashIndex,Cash1m%Change,Cash12m%Change,CashSalesVolume,MortgagePrice,MortgageIndex,Mortgage1m%Change,Mortgage12m%Change,MortgageSalesVolume,FTBPrice,FTBIndex,FTB1m%Change,FTB12m%Change,FOOPrice,FOOIndex,FOO1m%Change,FOO12m%Change,NewPrice,NewIndex,New1m%Change,New12m%Change,NewSalesVolume,OldPrice,OldIndex,Old1m%Change,Old12m%Change,OldSalesVolume
01/11/2001,Isle of Wight,E06000046,88067,32.6,,2.4,10.9,,360,142971,33.4,2.4,10,92033,31.2,2.5,10.7,68230,30.1,2.2,11.2,58856,37.2,2.6,12.3,,,,,,,,,,,,,,,,,,,105472,33.4,2.4,13.5,38,87675,32.6,2.4,10.7,322
01/12/2001,Isle of Wight,E06000046,92163,34.2,,4.7,16.5,,258,149033,34.8,4.2,15.5,96376,32.7,4.7,16.3,71260,31.4,4.4,16.7,62064,39.2,5.4,18.2,,,,,,,,,,,,,,,,,,,110662,35.1,4.9,18.5,22,91734,34.1,4.6,16.4,236
01/01/2002,Isle of Wight,E06000046,90045,33.4,,-2.3,11.7,,217,145540,34,-2.3,10.9,94090,31.9,-2.4,11.6,69539,30.6,-2.4,11.5,60835,38.5,-2,13.6,,,,,,,,,,,,,,,,,,,108172,34.3,-2.2,12.6,20,89623,33.3,-2.3,11.7,197
01/02/2002,Isle of Wight,E06000046,89812,33.3,,-0.3,12.7,,232,144840,33.8,-0.5,12.2,93722,31.8,-0.4,12.2,69548,30.7,0,12.4,60802,38.4,-0.1,14.7,,,,,,,,,,,,,,,,,,,109299,34.7,1,14,15,89303,33.2,-0.4,12.6,217
01/03/2002,Isle of Wight,E06000046,89739,33.3,,-0.1,11.5,,329,144411,33.7,-0.3,10.8,93774,31.8,0.1,11,69735,30.7,0.3,11.3,60570,38.3,-0.4,13.6,,,,,,,,,,,,,,,,,,,109194,34.6,-0.1,12.6,25,89232,33.1,-0.1,11.4,304
01/04/2002,Isle of Wight,E06000046,93682,34.7,,4.4,18,,337,150236,35.1,4,16.8,97735,33.2,4.2,17.4,72911,32.1,4.6,17.9,63598,40.2,5,21,,,,,,,,,,,,,,,,,,,114056,36.2,4.5,19.5,23,93148,34.6,4.4,17.9,314
01/05/2002,Isle of Wight,E06000046,97019,36,,3.6,20.4,,395,155222,36.3,3.3,18.8,101372,34.4,3.7,20,75439,33.2,3.5,20.1,66026,41.7,3.8,23.8,,,,,,,,,,,,,,,,,,,116809,37,2.4,22.1,37,96548,35.9,3.7,20.3,358
01/06/2002,Isle of Wight,E06000046,99292,36.8,,2.3,21.6,,350,158650,37.1,2.2,20.2,103497,35.1,2.1,21.1,77293,34.1,2.5,21.5,67859,42.9,2.8,24.9,,,,,,,,,,,,,,,,,,,119174,37.8,2,23,40,98834,36.7,2.4,21.5,310
01/07/2002,Isle of Wight,E06000046,102523,38,,3.3,19.3,,426,164211,38.4,3.5,18.1,106956,36.3,3.3,18.7,79832,35.2,3.3,19.3,69698,44.1,2.7,22,,,,,,,,,,,,,,,,,,,121798,38.6,2.2,20,24,102129,37.9,3.3,19.2,402
01/08/2002,Isle of Wight,E06000046,103710,38.4,,1.2,19.7,,435,166370,38.9,1.3,18.6,108087,36.7,1.1,19.2,80724,35.6,1.1,19.7,70473,44.5,1.1,22.2,,,,,,,,,,,,,,,,,,,122880,39,0.9,19.6,36,103332,38.4,1.2,19.7,399
01/09/2002,Isle of Wight,E06000046,106910,39.6,,3.1,23.8,,331,172221,40.2,3.5,22.6,111595,37.9,3.2,23.7,82914,36.5,2.7,23.6,72335,45.7,2.6,26.1,,,,,,,,,,,,,,,,,,,125576,39.8,2.2,22.4,16,106591,39.6,3.2,23.9,315
01/10/2002,Isle of Wight,E06000046,108690,40.3,,1.7,26.4,,399,174870,40.8,1.5,25.2,113593,38.5,1.8,26.5,84100,37.1,1.4,26,73752,46.6,2,28.6,,,,,,,,,,,,,,,,,,,127789,40.5,1.8,24.1,37,108357,40.2,1.7,26.6,362
01/11/2002,Isle of Wight,E06000046,111707,41.4,,2.8,26.8,,394,179977,42,2.9,25.9,116608,39.6,2.7,26.7,86268,38,2.6,26.4,75948,48,3,29,,,,,,,,,,,,,,,,,,,130682,41.4,2.3,23.9,52,111408,41.4,2.8,27.1,342
01/12/2002,Isle of Wight,E06000046,112718,41.8,,0.9,22.3,,310,180521,42.2,0.3,21.1,117813,40,1,22.2,87103,38.4,1,22.2,77143,48.8,1.6,24.3,,,,,,,,,,,,,,,,,,,132080,41.9,1.1,19.4,26,112401,41.7,0.9,22.5,284
01/01/2003,Isle of Wight,E06000046,113340,42,,0.6,25.9,,264,181312,42.4,0.4,24.6,118157,40.1,0.3,25.6,87775,38.7,0.8,26.2,77792,49.2,0.8,27.9,,,,,,,,,,,,,,,,,,,131939,41.8,-0.1,22,16,113078,42,0.6,26.2,248
01/02/2003,Isle of Wight,E06000046,114049,42.3,,0.6,27,,278,181623,42.4,0.2,25.4,119043,40.4,0.7,27,88424,39,0.7,27.1,78568,49.7,1,29.2,,,,,,,,,,,,,,,,,,,133125,42.2,0.9,21.8,27,113762,42.3,0.6,27.4,251
01/03/2003,Isle of Wight,E06000046,115090,42.7,,0.9,28.2,,256,183378,42.8,1,27,119836,40.7,0.7,27.8,89402,39.4,1.1,28.2,79323,50.1,1,31,,,,,,,,,,,,,,,,,,,134541,42.7,1.1,23.2,23,114788,42.6,0.9,28.6,233
01/04/2003,Isle of Wight,E06000046,116420,43.2,,1.2,24.3,,284,184750,43.2,0.7,23,121469,41.2,1.4,24.3,90501,39.9,1.2,24.1,80421,50.8,1.4,26.5,,,,,,,,,,,,,,,,,,,136759,43.4,1.6,19.9,24,116072,43.1,1.1,24.6,260
01/05/2003,Isle of Wight,E06000046,119486,44.3,,2.6,23.2,,281,189309,44.2,2.5,22,124868,42.4,2.8,23.2,93162,41.1,2.9,23.5,82248,52,2.3,24.6,,,,,,,,,,,,,,,,,,,140110,44.4,2.5,19.9,19,119145,44.3,2.6,23.4,262
01/06/2003,Isle of Wight,E06000046,124078,46,,3.8,25,,289,196296,45.9,3.7,23.7,129797,44,3.9,25.4,96709,42.6,3.8,25.1,85510,54.1,4,26,,,,,,,,,,,,,,,,,,,145835,46.2,4.1,22.4,32,123702,45.9,3.8,25.2,257
01/07/2003,Isle of Wight,E06000046,127421,47.2,,2.7,24.3,,314,201245,47,2.5,22.6,133607,45.3,2.9,24.9,99505,43.9,2.9,24.6,87531,55.3,2.4,25.6,,,,,,,,,,,,,,,,,,,149732,47.5,2.7,22.9,18,127036,47.2,2.7,24.4,296
01/08/2003,Isle of Wight,E06000046,126158,46.8,,-1,21.6,,346,198927,46.5,-1.2,19.6,132353,44.9,-0.9,22.5,98536,43.4,-1,22.1,86793,54.9,-0.8,23.2,,,,,,,,,,,,,,,,,,,148070,46.9,-1.1,20.5,26,125789,46.7,-1,21.7,320
01/09/2003,Isle of Wight,E06000046,123434,45.8,,-2.2,15.5,,357,194399,45.4,-2.3,12.9,129777,44,-1.9,16.3,96717,42.6,-1.8,16.6,84466,53.4,-2.7,16.8,,,,,,,,,,,,,,,,,,,143776,45.6,-2.9,14.5,29,123143,45.7,-2.1,15.5,328
01/10/2003,Isle of Wight,E06000046,123435,45.8,,0,13.6,,433,194224,45.4,-0.1,11.1,129557,44,-0.2,14.1,96827,42.7,0.1,15.1,84681,53.5,0.3,14.8,,,,,,,,,,,,,,,,,,,143534,45.5,-0.2,12.3,36,123160,45.7,0,13.7,397
01/11/2003,Isle of Wight,E06000046,127741,47.3,,3.5,14.4,,386,200715,46.9,3.3,11.5,134089,45.5,3.5,15,100337,44.2,3.6,16.3,87672,55.4,3.5,15.4,,,,,,,,,,,,,,,,,,,148522,47.1,3.5,13.7,20,127458,47.3,3.5,14.4,366
01/12/2003,Isle of Wight,E06000046,130766,48.5,,2.4,16,,421,204152,47.7,1.7,13.1,137135,46.5,2.3,16.4,102980,45.4,2.6,18.2,90485,57.2,3.2,17.3,,,,,,,,,,,,,,,,,,,152571,48.4,2.7,15.5,22,130442,48.4,2.3,16.1,399
01/01/2004,Isle of Wight,E06000046,131871,48.9,,0.8,16.4,,304,205394,48,0.6,13.3,138305,46.9,0.9,17.1,104069,45.9,1.1,18.6,91329,57.7,0.9,17.4,,,,,,,,,,,,,,,,,,,154467,49,1.2,17.1,20,131505,48.8,0.8,16.3,284
01/02/2004,Isle of Wight,E06000046,131608,48.8,,-0.2,15.4,,320,204005,47.7,-0.7,12.3,138015,46.8,-0.2,15.9,104320,46,0.2,18,91380,57.8,0.1,16.3,,,,,,,,,,,,,,,,,,,155551,49.3,0.7,16.8,46,131138,48.7,-0.3,15.3,274
01/03/2004,Isle of Wight,E06000046,133085,49.3,,1.1,15.6,,356,206280,48.2,1.1,12.5,139440,47.3,1,16.4,105827,46.6,1.4,18.4,92186,58.3,0.9,16.2,,,,,,,,,,,,,,,,,,,157723,50,1.4,17.2,32,132584,49.2,1.1,15.5,324
01/04/2004,Isle of Wight,E06000046,135317,50.2,,1.7,16.2,,354,208101,48.6,0.9,12.6,142021,48.2,1.9,16.9,108302,47.7,2.3,19.7,94003,59.4,2,16.9,,,,,,,,,,,,,,,,,,,158947,50.4,0.8,16.2,16,134932,50.1,1.8,16.2,338
01/05/2004,Isle of Wight,E06000046,138257,51.2,,2.2,15.7,,329,211235,49.3,1.5,11.6,144987,49.2,2.1,16.1,111221,49,2.7,19.4,96551,61,2.7,17.4,,,,,,,,,,,,,,,,,,,161096,51.1,1.4,15,32,137976,51.2,2.3,15.8,297
01/06/2004,Isle of Wight,E06000046,142526,52.8,,3.1,14.9,,363,216466,50.6,2.5,10.3,149709,50.8,3.3,15.3,114968,50.7,3.4,18.9,99922,63.2,3.5,16.9,,,,,,,,,,,,,,,,,,,165903,52.6,3,13.8,40,142251,52.8,3.1,15,323
01/07/2004,Isle of Wight,E06000046,144875,53.7,,1.6,13.7,,438,219930,51.4,1.6,9.3,152280,51.7,1.7,14,116923,51.5,1.7,17.5,101505,64.2,1.6,16,,,,,,,,,,,,,,,,,,,167897,53.2,1.2,12.1,22,144661,53.7,1.7,13.9,416
01/08/2004,Isle of Wight,E06000046,147872,54.8,,2.1,17.2,,365,224683,52.5,2.2,12.9,155475,52.8,2.1,17.5,119260,52.6,2,21,103510,65.4,2,19.3,,,,,,,,,,,,,,,,,,,170263,54,1.4,15,39,147753,54.9,2.1,17.5,326
01/09/2004,Isle of Wight,E06000046,147502,54.7,,-0.3,19.5,,320,224602,52.5,0,15.5,154940,52.6,-0.3,19.4,118952,52.4,-0.3,23,103051,65.1,-0.4,22,,,,,,,,,,,,,,,,,,,168697,53.5,-0.9,17.3,35,147483,54.8,-0.2,19.8,285
01/10/2004,Isle of Wight,E06000046,152908,56.7,,3.7,23.9,,329,232683,54.4,3.6,19.8,160214,54.4,3.4,23.7,123233,54.3,3.6,27.3,107299,67.8,4.1,26.7,,,,,,,,,,,,,,,,,,,176021,55.8,4.3,22.6,30,152786,56.7,3.6,24.1,299
01/11/2004,Isle of Wight,E06000046,154368,57.2,,1,20.8,,262,234488,54.8,0.8,16.8,161556,54.8,0.8,20.5,124437,54.8,1,24,108719,68.7,1.3,24,,,,,,,,,,,,,,,,,,,178808,56.7,1.6,20.4,24,154148,57.3,0.9,20.9,238
01/12/2004,Isle of Wight,E06000046,155633,57.7,,0.8,19,,272,235047,54.9,0.2,15.1,162757,55.2,0.7,18.7,125900,55.5,1.2,22.3,110228,69.7,1.4,21.8,,,,,,,,,,,,,,,,,,,181921,57.7,1.7,19.2,36,155266,57.7,0.7,19,236
01/01/2005,Isle of Wight,E06000046,153562,56.9,,-1.3,16.4,,202,231621,54.1,-1.5,12.8,160553,54.5,-1.4,16.1,124584,54.9,-1,19.7,108682,68.7,-1.4,19,,,,,,,,,,,,,,,,,,,181470,57.5,-0.2,17.5,8,153029,56.8,-1.4,16.4,194
01/02/2005,Isle of Wight,E06000046,155035,57.5,,1,17.8,,180,233282,54.5,0.7,14.4,162445,55.1,1.2,17.7,126049,55.6,1.2,20.8,109500,69.2,0.8,19.8,,,,,,,,,,,,,,,,,,,185745,58.9,2.4,19.4,17,154287,57.3,0.8,17.7,163
01/03/2005,Isle of Wight,E06000046,154756,57.4,,-0.2,16.3,,227,233021,54.4,-0.1,13,162386,55.1,0,16.5,125910,55.5,-0.1,19,108838,68.8,-0.6,18.1,,,,,,,,,,,,,,,,,,,187014,59.3,0.7,18.6,11,153882,57.2,-0.3,16.1,216
01/04/2005,Isle of Wight,E06000046,154959,57.4,,0.1,14.5,,230,232018,54.2,-0.4,11.5,163001,55.3,0.4,14.8,126442,55.7,0.4,16.7,108980,68.9,0.1,15.9,,,,,,,,,,,,,,,,,,,189046,59.9,1.1,18.9,13,153947,57.2,0,14.1,217
01/05/2005,Isle of Wight,E06000046,152205,56.4,,-1.8,10.1,,244,227897,53.2,-1.8,7.9,159837,54.2,-1.9,10.2,124380,54.8,-1.6,11.8,107085,67.7,-1.7,10.9,,,,,,,,,,,,,,,,,,,185856,58.9,-1.7,15.4,24,151198,56.2,-1.8,9.6,220
01/06/2005,Isle of Wight,E06000046,153438,56.9,,0.8,7.7,,265,229081,53.5,0.5,5.8,161043,54.6,0.8,7.6,125702,55.4,1.1,9.3,108077,68.3,0.9,8.2,,,,,,,,,,,,,,,,,,,186827,59.2,0.5,12.6,29,152464,56.6,0.8,7.2,236
01/07/2005,Isle of Wight,E06000046,152267,56.4,,-0.8,5.1,,295,227716,53.2,-0.6,3.5,159766,54.2,-0.8,4.9,124709,55,-0.8,6.7,107118,67.7,-0.9,5.5,,,,,,,,,,,,,,,,,,,184371,58.5,-1.3,9.8,30,151378,56.2,-0.7,4.6,265
01/08/2005,Isle of Wight,E06000046,154418,57.2,,1.4,4.4,,261,231093,54,1.5,2.9,161973,55,1.4,4.2,126598,55.8,1.5,6.2,108463,68.6,1.3,4.8,,,,,,,,,,,,,,,,,,,186644,59.2,1.2,9.6,26,153543,57,1.4,3.9,235
01/09/2005,Isle of Wight,E06000046,155228,57.5,,0.5,5.2,,262,232606,54.3,0.7,3.6,162759,55.2,0.5,5,127339,56.1,0.6,7.1,108844,68.8,0.4,5.6,,,,,,,,,,,,,,,,,,,187920,59.6,0.7,11.4,21,154325,57.3,0.5,4.6,241
01/10/2005,Isle of Wight,E06000046,159238,59,,2.6,4.1,,297,238442,55.7,2.5,2.5,166596,56.5,2.4,4,130748,57.6,2.7,6.1,111944,70.8,2.8,4.3,,,,,,,,,,,,,,,,,,,193316,61.3,2.9,9.8,24,158270,58.8,2.6,3.6,273
01/11/2005,Isle of Wight,E06000046,158599,58.8,,-0.4,2.7,,333,236913,55.3,-0.6,1,165966,56.3,-0.4,2.7,130369,57.5,-0.3,4.8,111628,70.6,-0.3,2.7,,,,,,,,,,,,,,,,,,,193480,61.3,0.1,8.2,35,157564,58.5,-0.4,2.2,298
01/12/2005,Isle of Wight,E06000046,157530,58.4,,-0.7,1.2,,290,234411,54.8,-1.1,-0.3,164615,55.9,-0.8,1.1,129572,57.1,-0.6,2.9,111493,70.5,-0.1,1.1,,,,,,,,,,,,,,,,,,,192954,61.2,-0.3,6.1,40,156444,58.1,-0.7,0.8,250
01/01/2006,Isle of Wight,E06000046,156358,58,,-0.7,1.8,,241,232420,54.3,-0.8,0.3,163442,55.5,-0.7,1.8,128998,56.9,-0.4,3.5,110371,69.8,-1,1.6,,,,,,,,,,,,,,,,,,,191543,60.7,-0.7,5.6,31,155278,57.7,-0.7,1.5,210
01/02/2006,Isle of Wight,E06000046,155735,57.7,,-0.4,0.5,,263,230766,53.9,-0.7,-1.1,162681,55.2,-0.5,0.1,128825,56.8,-0.1,2.2,110121,69.6,-0.2,0.6,,,,,,,,,,,,,,,,,,,191539,60.7,0,3.1,34,154592,57.4,-0.4,0.2,229
01/03/2006,Isle of Wight,E06000046,156709,58.1,,0.6,1.3,,275,232944,54.4,0.9,0,163905,55.6,0.8,0.9,129744,57.2,0.7,3,110081,69.6,0,1.1,,,,,,,,,,,,,,,,,,,192881,61.2,0.7,3.1,36,155543,57.8,0.6,1.1,239
01/04/2006,Isle of Wight,E06000046,157294,58.3,,0.4,1.5,,297,233680,54.6,0.3,0.7,164577,55.8,0.4,1,130286,57.4,0.4,3,110482,69.8,0.4,1.4,,,,,,,,,,,,,,,,,,,193992,61.5,0.6,2.6,26,156090,58,0.4,1.4,271
01/05/2006,Isle of Wight,E06000046,162113,60.1,,3.1,6.5,,319,241151,56.3,3.2,5.8,169728,57.6,3.1,6.2,134153,59.1,3,7.9,113683,71.9,2.9,6.2,,,,,,,,,,,,,,,,,,,199011,63.1,2.6,7.1,37,160950,59.8,3.1,6.4,282
01/06/2006,Isle of Wight,E06000046,163079,60.4,,0.6,6.3,,364,241789,56.5,0.3,5.5,170877,58,0.7,6.1,135101,59.5,0.7,7.5,114650,72.5,0.9,6.1,,,,,,,,,,,,,,,,,,,199509,63.3,0.3,6.8,61,161967,60.2,0.6,6.2,303
01/07/2006,Isle of Wight,E06000046,163496,60.6,,0.3,7.4,,351,242181,56.6,0.2,6.4,171408,58.2,0.3,7.3,135770,59.8,0.5,8.9,114738,72.5,0.1,7.1,,,,,,,,,,,,,,,,,,,198696,63,-0.4,7.8,29,162494,60.4,0.3,7.3,322
01/08/2006,Isle of Wight,E06000046,162496,60.2,,-0.6,5.2,,435,241028,56.3,-0.5,4.3,170478,57.8,-0.5,5.3,135194,59.6,-0.4,6.8,113507,71.8,-1.1,4.7,,,,,,,,,,,,,,,,,,,195327,61.9,-1.7,4.7,32,161685,60,-0.5,5.3,403
01/09/2006,Isle of Wight,E06000046,165031,61.2,,1.6,6.3,,349,245686,57.4,1.9,5.6,173196,58.8,1.6,6.4,137248,60.5,1.5,7.8,114688,72.5,1,5.4,,,,,,,,,,,,,,,,,,,197293,62.6,1,5,34,164299,61,1.6,6.5,315
01/10/2006,Isle of Wight,E06000046,165149,61.2,,0.1,3.7,,356,246206,57.5,0.2,3.3,173124,58.7,0,3.9,137002,60.4,-0.2,4.8,114995,72.7,0.3,2.7,,,,,,,,,,,,,,,,,,,197335,62.6,0,2.1,33,164425,61.1,0.1,3.9,323
01/11/2006,Isle of Wight,E06000046,167215,62,,1.3,5.4,,381,249202,58.2,1.2,5.2,175327,59.5,1.3,5.6,138674,61.1,1.2,6.4,116495,73.6,1.3,4.4,,,,,,,,,,,,,,,,,,,199873,63.4,1.3,3.3,27,166476,61.8,1.2,5.7,354
01/12/2006,Isle of Wight,E06000046,167100,61.9,,-0.1,6.1,,410,247986,57.9,-0.5,5.8,175123,59.4,-0.1,6.4,138845,61.2,0.1,7.2,116937,73.9,0.4,4.9,,,,,,,,,,,,,,,,,,,199939,63.4,0,3.6,46,166344,61.8,-0.1,6.3,364
01/01/2007,Isle of Wight,E06000046,170492,63.2,,2,9,,302,252654,59,1.9,8.7,178779,60.7,2.1,9.4,141994,62.6,2.3,10.1,119188,75.3,1.9,8,,,,,,,,,,,,,,,,,,,204129,64.7,2.1,6.6,26,169710,63,2,9.3,276
01/02/2007,Isle of Wight,E06000046,169591,62.9,,-0.5,8.9,,267,250704,58.6,-0.8,8.6,177662,60.3,-0.6,9.2,141231,62.2,-0.5,9.6,119072,75.3,-0.1,8.1,,,,,,,,,,,,,,,,,,,203777,64.6,-0.2,6.4,29,168746,62.7,-0.6,9.2,238
01/03/2007,Isle of Wight,E06000046,171322,63.5,,1,9.3,,334,253395,59.2,1.1,8.8,179494,60.9,1,9.5,142936,63,1.2,10.2,119958,75.8,0.7,9,,,,,,,,,,,,,,,,,,,205154,65,0.7,6.4,36,170510,63.3,1,9.6,298
01/04/2007,Isle of Wight,E06000046,172000,63.8,,0.4,9.3,,307,254087,59.4,0.3,8.7,180168,61.1,0.4,9.5,143750,63.4,0.6,10.3,120454,76.1,0.4,9,,,,,,,,,,,,,,,,,,,204721,64.9,-0.2,5.5,28,171262,63.6,0.4,9.7,279
01/05/2007,Isle of Wight,E06000046,172431,63.9,,0.3,6.4,,351,254145,59.4,0,5.4,180545,61.3,0.2,6.4,144487,63.7,0.5,7.7,120867,76.4,0.3,6.3,,,,,,,,,,,,,,,,,,,205737,65.2,0.5,3.4,43,171660,63.8,0.2,6.7,308
01/06/2007,Isle of Wight,E06000046,172734,64,,0.2,5.9,,385,254418,59.4,0.1,5.2,180661,61.3,0.1,5.7,144729,63.8,0.2,7.1,121356,76.7,0.4,5.8,,,,,,,,,,,,,,,,,,,206232,65.4,0.2,3.4,55,171954,63.9,0.2,6.2,330
01/07/2007,Isle of Wight,E06000046,172095,63.8,,-0.4,5.3,,328,253773,59.3,-0.3,4.8,180001,61.1,-0.4,5,144202,63.6,-0.4,6.2,120722,76.3,-0.5,5.2,,,,,,,,,,,,,,,,,,,206507,65.5,0.1,3.9,17,171253,63.6,-0.4,5.4,311
01/08/2007,Isle of Wight,E06000046,173889,64.5,,1,7,,395,257781,60.2,1.6,7,182012,61.8,1.1,6.8,145796,64.3,1.1,7.8,121014,76.5,0.2,6.6,,,,,,,,,,,,,,,,,,,206169,65.4,-0.2,5.6,11,173193,64.3,1.1,7.1,384
01/09/2007,Isle of Wight,E06000046,178180,66,,2.5,8,,346,264609,61.8,2.6,7.7,186544,63.3,2.5,7.7,149272,65.8,2.4,8.8,123788,78.3,2.3,7.9,,,,,,,,,,,,,,,,,,,210592,66.8,2.1,6.7,7,177509,65.9,2.5,8,339
01/10/2007,Isle of Wight,E06000046,179994,66.7,,1,9,,348,267539,62.5,1.1,8.7,188052,63.8,0.8,8.6,150560,66.4,0.9,9.9,125409,79.3,1.3,9.1,,,,,,,,,,,,,,,,,,,212183,67.3,0.8,7.5,16,179349,66.6,1,9.1,332
01/11/2007,Isle of Wight,E06000046,181967,67.4,,1.1,8.8,,311,270471,63.2,1.1,8.5,189832,64.4,0.9,8.3,151764,66.9,0.8,9.4,127356,80.5,1.6,9.3,,,,,,,,,,,,,,,,,,,215540,68.3,1.6,7.8,13,181251,67.3,1.1,8.9,298
01/12/2007,Isle of Wight,E06000046,177494,65.8,,-2.5,6.2,,247,264147,61.7,-2.3,6.5,184833,62.7,-2.6,5.5,147766,65.1,-2.6,6.4,124515,78.7,-2.2,6.5,,,,,,,,,,,,,,,,,,,211174,67,-2,5.6,18,176737,65.6,-2.5,6.2,229
01/01/2008,Isle of Wight,E06000046,176351,65.4,,-0.6,3.4,,222,262803,61.4,-0.5,4,183515,62.3,-0.7,2.6,146665,64.6,-0.7,3.3,123728,78.2,-0.6,3.8,,,,,,,,,,,,,,,,,,,210453,66.7,-0.3,3.1,10,175560,65.2,-0.7,3.4,212
01/02/2008,Isle of Wight,E06000046,175055,64.9,,-0.7,3.2,,208,260641,60.9,-0.8,4,182380,61.9,-0.6,2.7,145866,64.3,-0.5,3.3,122606,77.5,-0.9,3,,,,,,,,,,,,,,,,,,,211339,67,0.4,3.7,6,174116,64.7,-0.8,3.2,202
01/03/2008,Isle of Wight,E06000046,172872,64.1,,-1.2,0.9,,195,257293,60.1,-1.3,1.5,180584,61.3,-1,0.6,144555,63.7,-0.9,1.1,120393,76.1,-1.8,0.4,,,,,,,,,,,,,,,,,,,209760,66.5,-0.7,2.2,7,171878,63.8,-1.3,0.8,188
01/04/2008,Isle of Wight,E06000046,173227,64.2,,0.2,0.7,,187,257645,60.2,0.1,1.4,181244,61.5,0.4,0.6,145393,64.1,0.6,1.1,120105,75.9,-0.2,-0.3,,,,,,,,,,,,,,,,,,,210903,66.9,0.5,3,8,172184,63.9,0.2,0.5,179
01/05/2008,Isle of Wight,E06000046,172911,64.1,,-0.2,0.3,,211,256933,60,-0.3,1.1,181161,61.5,0,0.3,145329,64,0,0.6,119686,75.7,-0.3,-1,,,,,,,,,,,,,,,,,,,209582,66.5,-0.6,1.9,11,171929,63.9,-0.1,0.2,200
01/06/2008,Isle of Wight,E06000046,176584,65.5,,2.1,2.2,,193,262134,61.2,2,3,185062,62.8,2.2,2.4,148358,65.4,2.1,2.5,122379,77.4,2.2,0.8,,,,,,,,,,,,,,,,,,,213637,67.7,1.9,3.6,41,175608,65.2,2.1,2.1,152
01/07/2008,Isle of Wight,E06000046,176352,65.4,,-0.1,2.5,,164,261868,61.2,-0.1,3.2,185177,62.8,0.1,2.9,147905,65.2,-0.3,2.6,122125,77.2,-0.2,1.2,,,,,,,,,,,,,,,,,,,212400,67.3,-0.6,2.9,7,175439,65.2,-0.1,2.4,157
01/08/2008,Isle of Wight,E06000046,170609,63.2,,-3.3,-1.9,,181,253763,59.3,-3.1,-1.6,179024,60.7,-3.3,-1.6,142857,63,-3.4,-2,118186,74.7,-3.2,-2.3,,,,,,,,,,,,,,,,,,,203536,64.5,-4.2,-1.3,12,169853,63.1,-3.2,-1.9,169
