Date,RegionName,AreaCode,AveragePrice,Index,IndexSA,1m%Change,12m%Change,AveragePriceSA,SalesVolume,DetachedPrice,DetachedIndex,Detached1m%Change,Detached12m%Change,SemiDetachedPrice,SemiDetachedIndex,SemiDetached1m%Change,SemiDetached12m%Change,TerracedPrice,TerracedIndex,Terraced1m%Change,Terraced12m%Change,FlatPrice,FlatIndex,Flat1m%Change,Flat12m%Change,CashPrice,CashIndex,Cash1m%Change,Cash12m%Change,CashSalesVolume,MortgagePrice,MortgageIndex,Mortgage1m%Change,Mortgage12m%Change,MortgageSalesVolume,FTBPrice,FTBIndex,FTB1m%Change,FTB12m%Change,FOOPrice,FOOIndex,FOO1m%Change,FOO12m%Change,NewPrice,NewIndex,New1m%Change,New12m%Change,NewSalesVolume,OldPrice,OldIndex,Old1m%Change,Old12m%Change,OldSalesVolume
01/09/2014,Isle of Wight,E06000046,168217,62.4,,0,3.5,,270,260427,60.8,0.1,3.9,179824,61,0,3.6,141395,62.3,0,3.5,105822,66.9,0,2.4,172641,62.6,0,3.3,160,164113,62.1,0,3.6,110,138683,63.1,0,3.5,200193,61.9,0,3.4,195173,61.9,-0.7,3.7,21,167947,62.4,0.1,3.4,249
01/10/2014,Isle of Wight,E06000046,171618,63.6,,2,5.9,,263,265750,62.1,2,6,183413,62.2,2,6,143958,63.4,1.8,5.9,108205,68.4,2.3,5.4,176151,63.9,2,5.8,159,167406,63.3,2,6,104,141503,64.3,2,6.1,204229,63.1,2,5.8,198913,63.1,1.9,5.5,20,171356,63.6,2,5.9,243
01/11/2014,Isle of Wight,E06000046,171111,63.4,,-0.3,4.4,,274,265136,61.9,-0.2,4.5,182896,62.1,-0.3,4.6,143280,63.1,-0.5,4.4,107962,68.2,-0.2,3.9,175671,63.7,-0.3,4.3,158,166863,63.1,-0.3,4.5,116,141092,64.2,-0.3,4.6,203618,62.9,-0.3,4.3,198215,62.8,-0.4,3.3,6,170856,63.5,-0.3,4.5,268
01/12/2014,Isle of Wight,E06000046,170428,63.2,,-0.4,3.3,,253,264284,61.7,-0.3,3.8,182170,61.8,-0.4,3.3,142523,62.8,-0.5,3.2,107544,68,-0.4,2.6,174981,63.5,-0.4,3.3,146,166184,62.9,-0.4,3.4,107,140483,63.9,-0.4,3.4,202841,62.7,-0.4,3.3,198722,63,0.3,2.4,19,170093,63.2,-0.4,3.4,234
01/01/2015,Isle of Wight,E06000046,169220,62.7,,-0.7,2.4,,221,262471,61.3,-0.7,3,181045,61.4,-0.6,2.5,141484,62.4,-0.7,2.3,106643,67.4,-0.8,1.4,173773,63,-0.7,2.4,140,164968,62.4,-0.7,2.5,81,139415,63.4,-0.8,2.3,201457,62.2,-0.7,2.4,198587,63,-0.1,2.1,10,168807,62.7,-0.8,2.4,211
01/02/2015,Isle of Wight,E06000046,167877,62.2,,-0.8,2.2,,203,260237,60.8,-0.9,2.6,179516,60.9,-0.8,2.4,140340,61.8,-0.8,2.1,105997,67,-0.6,1.5,172433,62.6,-0.8,2.2,119,163614,61.9,-0.8,2.2,84,138259,62.9,-0.8,2.1,199897,61.8,-0.8,2.3,199120,63.1,0.3,2.6,11,167349,62.2,-0.9,2.2,192
01/03/2015,Isle of Wight,E06000046,163876,60.7,,-2.4,-0.5,,230,254417,59.4,-2.2,-0.3,175274,59.5,-2.4,-0.4,136661,60.2,-2.6,-0.9,103458,65.4,-2.4,-0.8,168383,61.1,-2.3,-0.5,130,159644,60.4,-2.4,-0.6,100,134828,61.3,-2.5,-0.7,195236,60.3,-2.3,-0.4,195195,61.9,-2,0.4,15,163325,60.7,-2.4,-0.6,215
01/04/2015,Isle of Wight,E06000046,165493,61.3,,1,-0.5,,199,257258,60.1,1.1,0,176818,60,0.9,-0.6,138075,60.9,1,-1.1,104325,65.9,0.8,-0.7,170051,61.7,1,-0.4,106,161212,61,1,-0.6,93,136121,61.9,1,-0.8,197192,60.9,1,-0.4,197048,62.5,0.9,-0.1,14,164939,61.3,1,-0.5,185
01/05/2015,Isle of Wight,E06000046,168935,62.6,,2.1,-0.4,,247,262538,61.3,2.1,0.4,180607,61.3,2.1,-0.4,140938,62.1,2.1,-1.2,106465,67.3,2.1,-0.8,173556,63,2.1,-0.3,129,164603,62.3,2.1,-0.5,118,138981,63.2,2.1,-0.6,201272,62.2,2.1,-0.2,200132,63.5,1.6,-0.8,10,168395,62.5,2.1,-0.4,237
01/06/2015,Isle of Wight,E06000046,172859,64.1,,2.3,0,,288,268428,62.7,2.2,0.8,184983,62.8,2.4,0.1,144704,63.8,2.7,-0.5,108516,68.6,1.9,-0.7,177505,64.4,2.3,0.1,154,168518,63.7,2.4,0,134,142248,64.7,2.4,-0.2,205915,63.6,2.3,0.2,202755,64.3,1.3,-1.2,28,172357,64,2.4,0.1,260
01/07/2015,Isle of Wight,E06000046,173447,64.3,,0.3,2,,307,269208,62.9,0.3,2.6,185795,63,0.4,2.2,145197,64,0.3,1.5,108837,68.8,0.3,1.4,178081,64.6,0.3,2,184,169124,64,0.4,2,123,142715,64.9,0.3,1.7,206630,63.8,0.3,2.2,202525,64.2,-0.1,0.8,27,172967,64.2,0.4,2,280
01/08/2015,Isle of Wight,E06000046,176204,65.3,,1.6,4.8,,274,273993,64,1.8,5.4,188700,64,1.6,4.9,147542,65,1.6,4.3,110191,69.7,1.2,4.1,180941,65.6,1.6,4.9,151,171779,65,1.6,4.7,123,144870,65.9,1.5,4.5,210004,64.9,1.6,4.9,204617,64.9,1,4.2,19,175745,65.3,1.6,4.7,255
01/09/2015,Isle of Wight,E06000046,178374,66.1,,1.2,6,,279,278133,65,1.5,6.8,190626,64.7,1,6,148941,65.6,0.9,5.3,111657,70.6,1.3,5.5,183267,66.5,1.3,6.2,144,173782,65.7,1.2,5.9,135,146524,66.6,1.1,5.7,212693,65.7,1.3,6.2,206938,65.6,1.1,6,20,177914,66.1,1.2,5.9,259
01/10/2015,Isle of Wight,E06000046,179453,66.5,,0.6,4.6,,302,280358,65.5,0.8,5.5,191604,65,0.5,4.5,149792,66,0.6,4.1,112113,70.9,0.4,3.6,184441,66.9,0.6,4.7,179,174760,66.1,0.6,4.4,123,147392,67,0.6,4.2,213996,66.1,0.6,4.8,208152,66,0.6,4.6,18,178992,66.5,0.6,4.5,284
01/11/2015,Isle of Wight,E06000046,179148,66.4,,-0.2,4.7,,289,280180,65.4,-0.1,5.7,191289,64.9,-0.2,4.6,149397,65.8,-0.3,4.3,111808,70.7,-0.3,3.6,184153,66.8,-0.2,4.8,156,174434,66,-0.2,4.5,133,147093,66.9,-0.2,4.3,213669,66,-0.2,4.9,207922,65.9,-0.1,4.9,7,178684,66.4,-0.2,4.6,282
01/12/2015,Isle of Wight,E06000046,179414,66.5,,0.1,5.3,,267,280681,65.6,0.2,6.2,191822,65.1,0.3,5.3,149684,66,0.2,5,111649,70.6,-0.1,3.8,184378,66.9,0.1,5.4,146,174748,66.1,0.2,5.2,120,147335,67,0.2,4.9,213968,66.1,0.1,5.5,210384,66.7,1.2,5.9,8,178895,66.4,0.1,5.2,259
01/01/2016,Isle of Wight,E06000046,180736,67,,0.7,6.8,,201,282420,66,0.6,7.6,193675,65.7,1,7,150610,66.4,0.6,6.5,112510,71.1,0.8,5.5,185672,67.4,0.7,6.8,130,176108,66.6,0.8,6.8,71,148395,67.5,0.7,6.4,215564,66.6,0.7,7,212496,67.4,1,7,8,180199,66.9,0.7,6.7,193
01/02/2016,Isle of Wight,E06000046,180123,66.8,,-0.3,7.3,,254,281420,65.7,-0.4,8.1,193225,65.6,-0.2,7.6,150077,66.1,-0.4,6.9,112009,70.8,-0.4,5.7,184988,67.1,-0.4,7.3,143,175573,66.4,-0.3,7.3,111,147943,67.3,-0.3,7,214792,66.4,-0.4,7.5,211588,67.1,-0.4,6.3,5,179592,66.7,-0.3,7.3,249
01/03/2016,Isle of Wight,E06000046,181544,67.3,,0.8,10.8,,527,283574,66.2,0.8,11.5,194548,66,0.7,11,150986,66.5,0.6,10.5,113346,71.7,1.2,9.6,186516,67.7,0.8,10.8,342,176880,66.9,0.7,10.8,182,149097,67.8,0.8,10.6,216497,66.9,0.8,10.9,209749,66.5,-0.9,7.5,38,181099,67.3,0.8,10.9,489
01/04/2016,Isle of Wight,E06000046,180963,67.1,,-0.3,9.3,,172,282834,66.1,-0.3,9.9,193593,65.7,-0.5,9.5,150742,66.4,-0.2,9.2,112926,71.4,-0.4,8.2,185896,67.4,-0.3,9.3,90,176342,66.7,-0.3,9.4,82,148714,67.6,-0.3,9.3,215731,66.7,-0.4,9.4,211084,66.9,0.6,7.1,8,180470,67,-0.3,9.4,164
01/05/2016,Isle of Wight,E06000046,181400,67.2,,0.2,7.4,,213,282523,66,-0.1,7.6,193822,65.8,0.1,7.3,151559,66.8,0.5,7.5,113757,71.9,0.7,6.8,186334,67.6,0.2,7.4,103,176779,66.9,0.2,7.4,110,149377,67.9,0.4,7.5,216011,66.7,0.1,7.3,216521,68.7,2.6,8.2,11,180783,67.1,0.2,7.4,202
01/06/2016,Isle of Wight,E06000046,180246,66.8,,-0.6,4.3,,226,280672,65.6,-0.7,4.6,192524,65.3,-0.7,4.1,150906,66.5,-0.4,4.3,112857,71.3,-0.8,4,185094,67.1,-0.7,4.3,135,175716,66.5,-0.6,4.3,91,148519,67.5,-0.6,4.4,214563,66.3,-0.7,4.2,218519,69.3,0.9,7.8,17,179547,66.7,-0.7,4.2,209
01/07/2016,Isle of Wight,E06000046,182347,67.6,,1.2,5.1,,301,283628,66.3,1.1,5.4,194814,66.1,1.2,4.9,152733,67.3,1.2,5.2,114316,72.3,1.3,5,187253,67.9,1.2,5.2,162,177764,67.2,1.2,5.1,139,150246,68.3,1.2,5.3,217068,67.1,1.2,5.1,219530,69.6,0.5,8.4,10,181678,67.5,1.2,5,291
01/08/2016,Isle of Wight,E06000046,184647,68.4,,1.3,4.8,,268,287686,67.2,1.4,5,197253,66.9,1.3,4.5,154470,68.1,1.1,4.7,115568,73.1,1.1,4.9,189629,68.8,1.3,4.8,159,179988,68.1,1.3,4.8,109,151992,69.1,1.2,4.9,219923,67.9,1.3,4.7,218659,69.3,-0.4,6.9,13,184058,68.4,1.3,4.7,255
01/09/2016,Isle of Wight,E06000046,185985,68.9,,0.7,4.3,,275,289607,67.6,0.7,4.1,198915,67.5,0.8,4.3,155402,68.5,0.6,4.3,116500,73.6,0.8,4.3,191004,69.3,0.7,4.2,156,181293,68.6,0.7,4.3,119,153064,69.6,0.7,4.5,221540,68.4,0.7,4.2,219845,69.7,0.5,6.2,4,185403,68.9,0.7,4.2,271
01/10/2016,Isle of Wight,E06000046,182998,67.8,,-1.6,2,,254,285442,66.7,-1.4,1.8,195555,66.4,-1.7,2.1,152309,67.1,-2,1.7,114916,72.6,-1.4,2.5,188061,68.2,-1.5,2,147,178239,67.4,-1.7,2,107,150560,68.5,-1.6,2.1,218019,67.4,-1.6,1.9,217096,68.8,-1.3,4.3,16,182405,67.7,-1.6,1.9,238
01/11/2016,Isle of Wight,E06000046,181727,67.4,,-0.7,1.4,,239,284521,66.5,-0.3,1.5,194046,65.8,-0.8,1.4,150524,66.3,-1.2,0.8,114075,72.1,-0.7,2,186879,67.8,-0.6,1.5,141,176861,66.9,-0.8,1.4,98,149332,67.9,-0.8,1.5,216650,66.9,-0.6,1.4,216757,68.7,-0.2,4.2,15,181109,67.3,-0.7,1.4,224
01/12/2016,Isle of Wight,E06000046,180757,67,,-0.5,0.7,,262,283300,66.2,-0.4,0.9,192755,65.4,-0.7,0.5,149549,65.9,-0.6,-0.1,113602,71.8,-0.4,1.7,185916,67.4,-0.5,0.8,160,175877,66.5,-0.6,0.6,102,148569,67.6,-0.5,0.8,215465,66.6,-0.5,0.7,216743,68.7,0,3,16,180114,66.9,-0.5,0.7,246
01/01/2017,Isle of Wight,E06000046,184483,68.4,,2.1,2.1,,221,289401,67.6,2.2,2.5,196712,66.8,2.1,1.6,152666,67.3,2.1,1.4,115730,73.2,1.9,2.9,189727,68.8,2,2.2,135,179526,67.9,2.1,1.9,86,151603,68.9,2,2.2,219930,67.9,2.1,2,222748,70.6,2.8,4.8,9,183789,68.3,2,2,212
01/02/2017,Isle of Wight,E06000046,184762,68.5,,0.2,2.6,,202,289053,67.5,-0.1,2.7,196610,66.7,-0.1,1.8,153033,67.4,0.2,2,116583,73.7,0.7,4.1,190013,68.9,0.2,2.7,100,179793,68,0.1,2.4,102,152121,69.2,0.3,2.8,219994,68,0,2.4,224292,71.1,0.7,6,6,184039,68.4,0.1,2.5,196
01/03/2017,Isle of Wight,E06000046,187110,69.4,,1.3,3.1,,230,292880,68.4,1.3,3.3,199106,67.6,1.3,2.3,154719,68.2,1.1,2.5,118124,74.7,1.3,4.2,192449,69.8,1.3,3.2,135,182052,68.9,1.3,2.9,95,154022,70,1.2,3.3,222811,68.8,1.3,2.9,227935,72.3,1.6,8.7,12,186359,69.2,1.3,2.9,218
01/04/2017,Isle of Wight,E06000046,187604,69.5,,0.3,3.7,,212,293369,68.5,0.2,3.7,199428,67.7,0.2,3,155105,68.4,0.2,2.9,118780,75.1,0.6,5.2,192934,70,0.3,3.8,110,182563,69.1,0.3,3.5,102,154534,70.3,0.3,3.9,223299,69,0.2,3.5,227170,72,-0.3,7.6,6,186888,69.4,0.3,3.6,206
01/05/2017,Isle of Wight,E06000046,189118,70.1,,0.8,4.3,,205,295296,69,0.7,4.5,201479,68.4,1,4,156262,68.9,0.7,3.1,119787,75.7,0.8,5.3,194434,70.5,0.8,4.3,126,184110,69.6,0.8,4.1,79,155837,70.9,0.8,4.3,225048,69.5,0.8,4.2,228457,72.4,0.6,5.5,13,188411,70,0.8,4.2,192
01/06/2017,Isle of Wight,E06000046,189158,70.1,,0,4.9,,314,294728,68.8,-0.2,5,201436,68.4,0,4.6,156564,69,0.2,3.7,120091,75.9,0.3,6.4,194461,70.5,0,5.1,175,184166,69.7,0,4.8,139,155980,70.9,0.1,5,224991,69.5,0,4.9,227419,72.1,-0.5,4.1,27,188480,70,0,5,287
01/07/2017,Isle of Wight,E06000046,189639,70.3,,0.3,4,,306,295050,68.9,0.1,4,202065,68.6,0.3,3.7,156934,69.2,0.2,2.8,120614,76.2,0.4,5.5,194994,70.7,0.3,4.1,165,184584,69.8,0.2,3.8,141,156469,71.1,0.3,4.1,225473,69.7,0.2,3.9,228064,72.3,0.3,3.9,9,188957,70.2,0.3,4,297
01/08/2017,Isle of Wight,E06000046,190669,70.7,,0.5,3.3,,309,296938,69.4,0.6,3.2,203085,68.9,0.5,3,158049,69.7,0.7,2.3,120946,76.5,0.3,4.7,196085,71.1,0.6,3.4,161,185546,70.2,0.5,3.1,148,157131,71.4,0.4,3.4,226877,70.1,0.6,3.2,228138,72.3,0,4.3,16,190015,70.6,0.6,3.2,293
01/09/2017,Isle of Wight,E06000046,191613,71,,0.5,3,,309,298837,69.8,0.6,3.2,204256,69.3,0.6,2.7,158767,70,0.5,2.2,121197,76.6,0.2,4,197069,71.5,0.5,3.2,172,186450,70.5,0.5,2.8,137,157797,71.7,0.4,3.1,228109,70.5,0.5,3,229445,72.8,0.6,4.4,24,190952,70.9,0.5,3,285
01/10/2017,Isle of Wight,E06000046,192989,71.5,,0.7,5.5,,298,301612,70.5,0.9,5.7,206086,69.9,0.9,5.4,159836,70.4,0.7,4.9,121452,76.8,0.2,5.7,198442,72,0.7,5.5,178,187842,71,0.7,5.4,119,158682,72.2,0.6,5.4,229983,71.1,0.8,5.5,231200,73.3,0.8,6.5,11,192320,71.4,0.7,5.4,287
01/11/2017,Isle of Wight,E06000046,192958,71.5,,0,6.2,,320,301775,70.5,0.1,6.1,206278,70,0.1,6.3,159635,70.4,-0.1,6.1,121263,76.7,-0.2,6.3,198391,72,0,6.2,178,187836,71,0,6.2,142,158657,72.1,0,6.2,229945,71,0,6.1,231150,73.3,0,6.6,25,192289,71.4,0,6.2,295
01/12/2017,Isle of Wight,E06000046,193534,71.7,,0.3,7.1,,255,302658,70.7,0.3,6.8,207061,70.3,0.4,7.4,160077,70.5,0.3,7,121544,76.8,0.2,7,198953,72.2,0.3,7,132,188435,71.3,0.3,7.1,123,159135,72.4,0.3,7.1,230627,71.3,0.3,7,231692,73.5,0.2,6.9,18,192867,71.6,0.3,7.1,237
01/01/2018,Isle of Wight,E06000046,191506,71,,-1,3.8,,179,299314,69.9,-1.1,3.4,204958,69.5,-1,4.2,158370,69.8,-1.1,3.7,120360,76.1,-1,4,196866,71.4,-1,3.8,98,186465,70.5,-1,3.9,81,157529,71.6,-1,3.9,228153,70.5,-1.1,3.7,230950,73.2,-0.3,3.7,3,190802,70.9,-1.1,3.8,176
01/02/2018,Isle of Wight,E06000046,192794,71.5,,0.7,4.3,,182,301469,70.4,0.7,4.3,206472,70.1,0.7,5,159620,70.3,0.8,4.3,120857,76.4,0.4,3.7,198105,71.9,0.6,4.3,100,187822,71,0.7,4.5,82,158551,72.1,0.6,4.2,229711,71,0.7,4.4,237797,75.4,3,6,7,191897,71.3,0.6,4.3,175
01/03/2018,Isle of Wight,E06000046,191782,71.1,,-0.5,2.5,,230,300058,70.1,-0.5,2.5,205593,69.8,-0.4,3.3,158920,70,-0.4,2.7,119871,75.8,-0.8,1.5,197027,71.5,-0.5,2.4,128,186885,70.7,-0.5,2.7,102,157734,71.7,-0.5,2.4,228485,70.6,-0.5,2.5,238018,75.5,0.1,4.4,15,190867,70.9,-0.5,2.4,215
01/04/2018,Isle of Wight,E06000046,192956,71.5,,0.6,2.9,,183,302042,70.6,0.7,3,207022,70.2,0.7,3.8,160276,70.6,0.9,3.3,120119,75.9,0.2,1.1,198163,71.9,0.6,2.7,107,188114,71.2,0.7,3,76,158683,72.2,0.6,2.7,229902,71,0.6,3,239237,75.9,0.5,5.3,4,192046,71.3,0.6,2.8,179
01/05/2018,Isle of Wight,E06000046,192505,71.4,,-0.2,1.8,,222,301822,70.5,-0.1,2.2,206765,70.2,-0.1,2.6,159874,70.5,-0.3,2.3,119371,75.5,-0.6,-0.3,197698,71.7,-0.2,1.7,113,187676,71,-0.2,1.9,109,158149,71.9,-0.3,1.5,229548,70.9,-0.2,2,234289,74.3,-2.1,2.6,12,191797,71.2,-0.1,1.8,210
01/06/2018,Isle of Wight,E06000046,194622,72.1,,1.1,2.9,,282,304883,71.2,1,3.4,209295,71,1.2,3.9,161511,71.2,1,3.2,120756,76.3,1.2,0.6,199847,72.5,1.1,2.8,146,189771,71.8,1.1,3,136,159847,72.7,1.1,2.5,232119,71.7,1.1,3.2,236040,74.8,0.7,3.8,19,193944,72,1.1,2.9,263
01/07/2018,Isle of Wight,E06000046,195199,72.4,,0.3,2.9,,292,306262,71.5,0.5,3.8,209861,71.2,0.3,3.9,161839,71.3,0.2,3.1,120941,76.5,0.2,0.3,200462,72.7,0.3,2.8,153,190306,72,0.3,3.1,139,160165,72.8,0.2,2.4,232983,72,0.4,3.3,235625,74.7,-0.2,3.3,11,194570,72.3,0.3,3,281
01/08/2018,Isle of Wight,E06000046,197544,73.2,,1.2,3.6,,300,309777,72.4,1.1,4.3,212335,72.1,1.2,4.6,164043,72.3,1.4,3.8,122359,77.3,1.2,1.2,202888,73.6,1.2,3.5,162,192571,72.8,1.2,3.8,138,162136,73.7,1.2,3.2,235730,72.8,1.2,3.9,239779,76,1.8,5.1,8,196847,73.1,1.2,3.6,292
01/09/2018,Isle of Wight,E06000046,198397,73.5,,0.4,3.5,,227,311582,72.8,0.6,4.3,213284,72.4,0.4,4.4,164858,72.7,0.5,3.8,122481,77.4,0.1,1.1,203778,73.9,0.4,3.4,124,193386,73.1,0.4,3.7,103,162724,74,0.4,3.1,236874,73.2,0.5,3.8,240502,76.3,0.3,4.8,9,197711,73.4,0.4,3.5,218
01/10/2018,Isle of Wight,E06000046,198480,73.6,,0,2.8,,265,311532,72.8,0,3.3,213362,72.4,0,3.5,164804,72.6,0,3.1,122744,77.6,0.2,1.1,203887,74,0.1,2.7,148,193438,73.2,0,3,117,162926,74.1,0.1,2.7,236821,73.2,0,3,241817,76.7,0.5,4.6,8,197738,73.4,0,2.8,257
01/11/2018,Isle of Wight,E06000046,199082,73.8,,0.3,3.2,,240,313195,73.2,0.5,3.8,214157,72.7,0.4,3.8,164930,72.7,0.1,3.3,122793,77.6,0,1.3,204487,74.2,0.3,3.1,137,194045,73.4,0.3,3.3,103,163276,74.2,0.2,2.9,237702,73.4,0.4,3.4,240068,76.1,-0.7,3.9,5,198453,73.7,0.4,3.2,235
01/12/2018,Isle of Wight,E06000046,199866,74.1,,0.4,3.3,,249,314209,73.4,0.3,3.8,214939,72.9,0.4,3.8,165355,72.9,0.3,3.3,123622,78.1,0.7,1.7,205288,74.5,0.4,3.2,127,194816,73.7,0.4,3.4,122,164009,74.6,0.4,3.1,238537,73.7,0.4,3.4,241687,76.6,0.7,4.3,21,199204,74,0.4,3.3,228
01/01/2019,Isle of Wight,E06000046,202931,75.2,,1.5,6,,192,319738,74.7,1.8,6.8,218314,74.1,1.6,6.5,167642,73.9,1.4,5.9,125166,79.1,1.2,4,208440,75.6,1.5,5.9,107,197798,74.8,1.5,6.1,85,166331,75.6,1.4,5.6,242414,74.9,1.6,6.3,244882,77.6,1.3,6,1,202282,75.1,1.5,6,191
01/02/2019,Isle of Wight,E06000046,202427,75,,-0.2,5,,199,318863,74.5,-0.3,5.8,217655,73.9,-0.3,5.4,167138,73.7,-0.3,4.7,125038,79,-0.1,3.5,207945,75.4,-0.2,5,104,197279,74.6,-0.3,5,95,165961,75.5,-0.2,4.7,241759,74.7,-0.3,5.2,249561,79.1,1.9,4.9,7,201562,74.9,-0.4,5,192
01/03/2019,Isle of Wight,E06000046,200979,74.5,,-0.7,4.8,,226,317307,74.1,-0.5,5.7,216316,73.4,-0.6,5.2,165974,73.1,-0.7,4.4,123479,78.1,-1.2,3,206435,74.9,-0.7,4.8,114,195890,74.1,-0.7,4.8,112,164589,74.8,-0.8,4.3,240237,74.2,-0.6,5.1,249277,79,-0.1,4.7,9,200058,74.3,-0.7,4.8,217
01/04/2019,Isle of Wight,E06000046,201834,74.8,,0.4,4.6,,206,318343,74.4,0.3,5.4,217448,73.8,0.5,5,167147,73.7,0.7,4.3,123721,78.2,0.2,3,207250,75.2,0.4,4.6,106,196795,74.4,0.5,4.6,99,165362,75.2,0.5,4.2,241172,74.5,0.4,4.9,251295,79.7,0.8,5,10,200874,74.6,0.4,4.6,196
01/05/2019,Isle of Wight,E06000046,200714,74.4,,-0.6,4.3,,189,316015,73.8,-0.7,4.7,216592,73.5,-0.4,4.8,166721,73.5,-0.3,4.3,122775,77.6,-0.8,2.9,206013,74.7,-0.6,4.2,95,195802,74.1,-0.5,4.3,94,164487,74.8,-0.5,4,239784,74.1,-0.6,4.5,247157,78.4,-1.6,5.5,11,199859,74.2,-0.5,4.2,178
01/06/2019,Isle of Wight,E06000046,202174,74.9,,0.7,3.9,,198,317990,74.3,0.6,4.3,218094,74,0.7,4.2,167964,74,0.7,4,123890,78.3,0.9,2.6,207530,75.3,0.7,3.8,87,197204,74.6,0.7,3.9,106,165694,75.3,0.7,3.7,241515,74.6,0.7,4,246770,78.2,-0.2,4.5,15,201394,74.8,0.8,3.8,183
01/07/2019,Isle of Wight,E06000046,199738,74,,-1.2,2.3,,250,313407,73.2,-1.4,2.3,215448,73.1,-1.2,2.7,166144,73.2,-1.1,2.7,122718,77.6,-0.9,1.5,204987,74.4,-1.2,2.3,122,194878,73.7,-1.2,2.4,123,163816,74.5,-1.1,2.3,238466,73.7,-1.3,2.4,244856,77.6,-0.8,3.9,4,198929,73.9,-1.2,2.2,246
01/08/2019,Isle of Wight,E06000046,203236,75.3,,1.8,2.9,,272,319511,74.6,1.9,3.1,219197,74.4,1.7,3.2,169012,74.5,1.7,3,124551,78.7,1.5,1.8,208565,75.7,1.7,2.8,136,198303,75,1.8,3,132,166474,75.7,1.6,2.7,242892,75,1.9,3,248286,78.7,1.4,3.5,9,202445,75.2,1.8,2.8,263
01/09/2019,Isle of Wight,E06000046,202478,75.1,,-0.4,2.1,,270,318187,74.3,-0.4,2.1,218212,74,-0.4,2.3,168821,74.4,-0.1,2.4,123990,78.4,-0.4,1.2,207748,75.4,-0.4,1.9,141,197609,74.7,-0.4,2.2,124,165865,75.4,-0.4,1.9,241971,74.8,-0.4,2.2,249528,79.1,0.5,3.8,10,201609,74.9,-0.4,2,260
01/10/2019,Isle of Wight,E06000046,205823,76.3,,1.7,3.7,,255,323684,75.6,1.7,3.9,222270,75.4,1.9,4.2,171337,75.5,1.5,4,125755,79.5,1.4,2.5,211148,76.6,1.6,3.6,127,200909,76,1.7,3.9,124,168473,76.6,1.6,3.4,246125,76,1.7,3.9,252384,80,1.1,4.4,4,204986,76.1,1.7,3.7,251
01/11/2019,Isle of Wight,E06000046,204679,75.9,,-0.6,2.8,,250,321884,75.2,-0.6,2.8,221341,75.1,-0.4,3.4,170051,74.9,-0.8,3.1,125061,79.1,-0.6,1.8,209968,76.2,-0.6,2.7,124,199801,75.6,-0.6,3,120,167603,76.2,-0.5,2.7,244679,75.6,-0.6,2.9,248636,78.8,-1.5,3.6,3,203937,75.7,-0.5,2.8,247
